name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,ToHeart2ダンジョントラベラーズ,OVA,2,Finished Airing,"Feb 22, 2012 to Jul 25, 2012",,Chaos Project,add some,add some,Game,"Adventure, Comedy, Ecchi, Fantasy, Magic, Seinen",30 min. per ep.,PG-13,"6.31, 1177",3736,4,"According to Amazon Japan, a two-volume OVA series ""ToHeart 2 Dungeon Travelers"" was announced.  ""ToHeart 2 Dungeon Travelers"" is an RPG game on PlayStaion Portable released in 2011."
,我开动物园那些年,ONA,13,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",,bilibili,add some,Haoliners Animation League,Novel,"Slice of Life, Comedy",13 min. per ep.,PG-13,"6.31, 259",1674,3,"Duan Jiaze inherited a private zoo and was forced to sign a contract after his graduation. And from that day onwards the first ever age classified Luya zoo appeared, those aged under 21 are prohibited to enter.

(Source: Twitter User Xiyoumiyu)"
Yatogame-chan Kansatsu Nikki 2,八十亀ちゃんかんさつにっき 2さつめ,TV,12,Finished Airing,"Jan 5, 2020 to Mar 22, 2020",Sundays at 21 54 (JST),Cloud22,add some,"Creators in Pack, Saetta",4-koma manga,"Slice of Life, Comedy, School, Shounen",3 min. per ep.,PG-13,"6.31, 4762",10980,6,Second season of Yatogame-chan Kansatsu Nikki.
The Tatami Galaxy Specials,四畳半神話大系,Special,3,Finished Airing,"Aug 20, 2010 to Nov 26, 2010",,add some,add some,Madhouse,Novel,Comedy,7 min. per ep.,PG-13,"6.31, 8905",18749,11,"Watashi, Seitarou Higuchi, Akashi, Ozu, and Ryouko Hanuki share various stories about a submarine that can travel through land, each one trying to outdo the others in terms of creativity. Ranging from a journey to stop the melting of the ice caps, to a quest to stop perverts from spying on girls, and to a fishing trip, no topic is off-limits.

[Written by MAL Rewrite]"
"YuruYuri For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",ゆるゆり どうして☆止まらない☆トキメキ☆ドキドキ☆パラドクス☆エターナル,Special,1,Finished Airing,"Nov 16, 2011",,"Pony Canyon, DAX Production",add some,Doga Kobo,Unknown,Comedy,3 min.,PG-13,"6.31, 9124",20787,27,"Yuru Yuri DVD/BD special.

Chinatsu's horrendous and atrocious drawings come to life in a tale about a handsome prince, a hideous girl and true love!

(Source: Anime-Planet)"
,全力ウサギ,TV,52,Finished Airing,"Jan 5, 2008 to Dec 27, 2008",Unknown,Sotsu,add some,add some,Unknown,"Comedy, Kids",12 min. per ep.,G,"6.31, 160",826,1,"Zenryoku Usagi are hardworking construction builders — who happen to be rabbits — with a simple motto: ""Zenryoku+Dai-ichi"" (""Give everything you've got and be #1."") The animated shorts were aired in Japan within the Chibi Ani Gekijō (Tiny Anime Theater) program on Friday or Saturday mornings, depending on the station. Ikeda and Media Factory have created two books and numerous spinoff goods featuring the characters. 

(Source: Saikin Anime Jōhō)"
,中国惊奇先生,ONA,63,Finished Airing,"Feb 28, 2014 to May 17, 2016",,"Tencent Animation & Comics, Colored-Pencil Animation Design",add some,"Haoliners Animation League, Pb Animation Co. Ltd.",Web manga,"Comedy, Supernatural, Thriller",10 min. per ep.,PG-13,"6.31, 231",1759,6,"A lost form of magic is revived from the Eastern Han dynasty, meanwhile, dangerous man eating monsters lurk the streets. What will stop these beasts from their mindless terror? 

(Source: Happy Potato Translations)"
,PERSONA5 the Animation TVアニメ総集編,Special,1,Finished Airing,"Dec 30, 2018",,add some,add some,CloverWorks,Game,"Action, Supernatural, Fantasy",24 min.,R,"6.30, 966",3639,3,"Recap of all 26 episodes of TV anime that aired between April 2018 to September 2018 in preparation to Dark Sun... TV Special, narrated by Ren Amamiya (CV: Jun Fukuyama)."
Pokemon Pikachu's Summer Festival!,ピカチュウのなつまつり,Special,1,Finished Airing,"Aug 1, 2004",,add some,add some,OLM,Game,"Action, Comedy, Fantasy, Kids",21 min.,PG,"6.30, 2245",5749,3,"Summer has arrived, and many Pokemon have set up shops for a summer festival on the beach. Soon the gang will be blessed by a special performance from the pop idol Azumarill, but upon her arrival, she's kidnapped by the flying Pokemon Skarmory! Pikachu, along with Plusle, Minun, Meowth, Wobbuffet and a number of other Pokemon must now track down the singing beauty; the show must go on!

(Source: Anime-Planet)"
,ぽぽたん,TV,12,Finished Airing,"Mar 18, 2003 to Oct 3, 2003",Unknown,Bandai Visual,"Sentai Filmworks, Geneon Entertainment USA",Shaft,Visual novel,"Comedy, Drama, Ecchi, Supernatural",24 min. per ep.,R+,"6.30, 8190",20501,51,"Beautiful sisters Ai, Mai, Mii, their android maid Mea and slippery pet ferret Unagi make an amazing journey together through time and space without ever leaving their beloved mansion behind! Following the clues of the strange dandelion-like ""Popotan,"" the girls are theoretically seeking the person who has the answers to their most personal questions, but they seem to have more than enough time to take side trips, meet new friends, visit hot springs and occasionally operate the X-mas shop they keep in the house along the way!

Yet, the girls' ultimate destiny holds more than a few surprises of its own, and not every moment is filled with hilarity, as moving through time means having to leave friends behind as well.

(Source: RightStuf)"
"RESTOL, The Full-Armed Rescue Squad",레스톨 특수 구조대,TV,26,Finished Airing,"Jan 29, 1999 to Jul 23, 1999",Unknown,add some,add some,add some,Unknown,"Action, Adventure, Police, Mecha",25 min. per ep.,G,"6.30, 118",616,1,"It is the year 2035, a world filled with advanced science and technology, sophisticated computer systems, audio/video multimedia converstions,world government unification, network wars by hackers, and the future world controlled by one huge multinational company. A 14-year old named Kang Maru, a boy with excellent manuevering skills in a RESTOL simulation game, was chosen by GEONOID, a company with the task of protecting the earth against natural calamities, to pilot RESTOL 03, one of the 5 RESTOLs, to rescue people in different calamities. Now, he and his teammates faces different challenges in their duty, including being hacked their space-based rescue station R-SAT."
Rhea Gall Force,レア・ガルフォース,OVA,1,Finished Airing,"Mar 21, 1989",,Movic,Central Park Media,"AIC, Artmic, animate Film",Original,"Action, Military, Sci-Fi, Mecha",57 min.,R,"6.30, 853",2156,2,"The Solnoid race is long dead, annihilated along with their enemies in the final battle at Sigma Narse. But their descendants survive on Earth, and have now inherited the sad destiny predicted so many years before. 

The year is 2085. 

The third world war between East and West has reduced the cities of Earth to mountains of rubble. The mechanical killing machines created by both sides now ruthlessly hunt down the remnants of humanity. Old hatreds between human factions prevent an effective resistance, and the only hope for survival rests in a desperate plan: evacuate the survivors to Mars Base. There they can rebuild and plan the liberation of the home world. 

Among them, one young woman carries the guilt of her father`s hand in the destruction of civilization. Unknown to her, she also carries the key to a possible salvation. As destiny draws new friends and allies to her, a new Gall Force is born to rise up against the coming destruction... 

(Source: AniDB)"
,セイント・ビースト～幾千の昼と夜 編～,OVA,2,Finished Airing,"Dec 17, 2005 to Mar 18, 2006",,"Lantis, Tokyo Kids",add some,Madhouse,Unknown,"Magic, Fantasy",25 min. per ep.,PG-13,"6.30, 1133",3373,6,"Long ago there was a war in Heaven which resulted in Judas and Luca – two of the six specially-chosen, talented and strong Saint Beasts – being cast out and imprisoned in Hell for leading the rebellion. But before that Heaven had been a peaceful place where the angels happily lived their lives. In this time, Judas, Luca, Goh, Shin, Rey and Gai are adolescent angels in Heaven who, on the day of Benediction, are made into adults by the supreme god Zeus. With each of the six having their own special abilities and new adult bodies to get used to, opportunities to meet each other arise and new friendships are formed. 

(Source: Anivide)"
,しらんぷり,Movie,1,Finished Airing,"Mar 26, 2012",,add some,add some,Shirogumi,Original,"Drama, School",24 min.,R,"6.30, 2127",4141,0,"When a young boy witnesses Yaragase and his gang bully his classmate Don, he becomes incredibly uncomfortable. Unable to intervene out of fear of becoming their next target, the young boy decides to mind his own business. As Yaragase's tormenting becomes increasingly worse, the boy's sense of guilt continues to grow. After he talks to an oden stand owner who believes that people who watch and do nothing are just as bad as those bullying, will the young boy be able to end his classmate's misery?

[Written by MAL Rewrite]
"
,しゅわりん☆どり〜みん,Music,1,Finished Airing,"Apr 13, 2017",,add some,add some,add some,Original,Music,1 min.,G,"6.30, 712",1451,2,Music video of the project band Pastel＊Palettes.
,サイレントメビウス2,Movie,1,Finished Airing,"Jul 18, 1992",,"Kadokawa Shoten, Victor Entertainment, Imagica, Pioneer LDC, Half H.P Studio",Bandai Entertainment,AIC,Manga,"Sci-Fi, Adventure, Demons, Fantasy, Seinen",59 min.,PG-13,"6.30, 904",2543,2,"This sequel to the Silent Mobius The Movie 1 continues the timeline of the flashback section of the first movie (Katsumis initial contact with AMP), using some more ideas and persons from the Manga, and being slightly less incompatible to the Silent Mobius series from 1998."
,宝島　劇場版,Movie,1,Finished Airing,"May 9, 1987",,Tokyo Movie Shinsha,add some,Madhouse,Novel,"Adventure, Drama, Historical, Mystery, Supernatural",1 hr. 28 min.,PG,"6.30, 142",613,0,A 88-minute theatrical recut of the original Takarajima TV series.
,アイドルマスター シンデレラガールズ Spin-off!,ONA,1,Finished Airing,"Nov 10, 2019",,Bandai Namco Entertainment,add some,Orange,Game,Music,6 min.,PG-13,"6.30, 278",1190,1,"The Idolm@ster Cinderella Girls 8th anniversary special promotional film.

(Source: AniDB)"
