name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,赤髪の白雪姫 ～なんでもない宝物、この頁～,OVA,1,Finished Airing,"Jan 5, 2016",,add some,add some,Bones,Manga,"Drama, Fantasy, Romance, Shoujo",24 min.,PG-13,"7.71, 26544",54395,157,"Bundled with the limited edition 15th volume of the manga.

Chapters adapted
1. Volume 10, Chapter 41: Shirayuki to Zen, Hajimete no Joukamachi Date (白雪とゼン、はじめての城下町デート)
2. Volume 7, Special Chapter: Raji Ouji Youshou no Migiri (ラジ王子幼少のみぎり)
3. Volume 11, Special Chapter: Hajimari no Zen & Mitsuhide & Kiki (始まりのゼン＆ミツヒデ＆木々)"
,チーズスイートホーム,TV,104,Finished Airing,"Mar 31, 2008 to Sep 25, 2008",Not scheduled once per week,"TV Tokyo, Hakuhodo DY Media Partners",Discotek Media,Madhouse,Manga,"Comedy, Slice of Life",3 min. per ep.,G,"7.71, 19549",52968,428,"One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together.

These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her!

[Written by MAL Rewrite]"
Dragon Ball Z Kai The Final Chapters,ドラゴンボール改,TV,61,Finished Airing,"Apr 6, 2014 to Jun 28, 2015",Sundays at 09 00 (JST),add some,Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",23 min. per ep.,PG-13,"7.71, 63884",118766,642,Remastered version of the Majin Buu saga that adheres more to the manga's story.
,DRIFTERS Special edition,OVA,1,Finished Airing,"Jun 6, 2016",,NBCUniversal Entertainment Japan,add some,Hoods Drifters Studio,Manga,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",41 min.,R,"7.71, 12767",26671,22,Bundled with the fifth manga volume.
Fire Force,炎炎ノ消防隊,TV,24,Finished Airing,"Jul 6, 2019 to Dec 28, 2019",Saturdays at 01 25 (JST),"Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",Funimation,David Production,Manga,"Action, Supernatural, Shounen",23 min. per ep.,PG-13,"7.71, 264250",591228,4047,"Spontaneous Human Combustion: a chaotic phenomenon that has plagued humanity for years, randomly transforming ordinary people into flaming, violent creatures known as Infernals. While Infernals make up the first-generation accounts of Human Combustion, the second and third generations became known as pyrokinetics—people gifted with the ability to manipulate and control their flames while remaining human. To combat the Infernal threat and discover the cause, the Tokyo Armed Forces, Fire Defense Agency, and Holy Church of Sol produced their answer: the Special Fire Force.

Young and eager third-generation pyrokinetic Shinra Kusakabe, nicknamed Devil's Footprints for his explosive ability to ignite his feet at will, becomes a member of the lively Special Fire Force Company 8. Upholding the brigade's duty to extinguish the blazing Infernals and lay their souls to rest, Shinra is determined to become a hero who will save the lives of those threatened by the flame terror.

However, this is not the hero's game Shinra imagined. The Fire Force is a fractured mess of feuding brigades, abnormal Infernal sightings are increasing all over Tokyo, and a shadowy group is claiming to have answers to the strange fire that caused the death of Shinra's family 12 years ago. Faced with many obstacles within and outside the Fire Force, Shinra fights to uncover the truth behind the burning mysteries that have kept him in the dark.

[Written by MAL Rewrite]"
Giovanni's Island,ジョバンニの島,Movie,1,Finished Airing,"Feb 22, 2014",,Warner Bros. Japan,add some,Production I.G,Original,"Drama, Historical",1 hr. 42 min.,PG-13,"7.71, 7539",23461,55,"In the aftermath of the most devastating conflict mankind had ever experienced, the tiny island of Shikotan became part of the Sakhalin Oblast... and on the unhealed border in this remote corner of the world, friendship among children from two different countries timidly blossomed, striving to overcome language barriers and the waves of history. Inspired by true events.

On August 15th, they told us we had lost the war. At that time, we did not really understand. Then one day, everything changed. Many soldiers, wearing uniforms we had never seen before, arrived on the island. That was the day I met Tanya.

(Source: Production I.G)"
Honey and Clover Specials,ハチミツとクローバー,Special,2,Finished Airing,"Dec 23, 2005 to Feb 24, 2006",,add some,Viz Media,J.C.Staff,Manga,"Comedy, Drama, Josei, Romance, Slice of Life",22 min. per ep.,PG-13,"7.71, 14464",26974,52,"Two side stories:

Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai.

Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki.

(Source: momento)"
Strawberry Marshmallow Encore,苺ましまろencore,OVA,2,Finished Airing,"Jan 23, 2009 to Mar 25, 2009",,add some,Sentai Filmworks,Daume,4-koma manga,"Comedy, Slice of Life",27 min. per ep.,PG-13,"7.71, 9476",17517,18,Ichigo Mashimaro encore is a two-episode OVA continues onwards from the previous set of OVAs of Ichigo Mashimaro.
Wasteful Days of High School Girl,女子高生の無駄づかい,TV,12,Finished Airing,"Jul 5, 2019 to Sep 20, 2019",Fridays at 21 30 (JST),"AT-X, Kadokawa Media House, Kadokawa",Sentai Filmworks,Passione,Web manga,"Comedy, School",24 min. per ep.,PG-13,"7.71, 26000",68863,381,"As she heads off to her entrance ceremony at Sainotama Girls' High School, Akane Kikuchi muses over her grade school dream of becoming a manga artist and the lack of progress that she has made. When she finally arrives at school, she is surprised to learn that she is once again in the same class as her two best friends: the deadpan and emotionless Shiori Saginomiya and the hyperactive and ridiculous Nozomu Tanaka. Tanaka then comes to the obvious realization that she can't achieve her grade school dream of being popular with the boys and getting a boyfriend by going to an all-girls high school.

In desperation, she begins asking the girls in her class to introduce her to their guy friends. Her classmates, however, are anything but ordinary. From a grandmother-loving loli to a reclusive chuunibyou to an overly analytical stalker, each one is given a fitting nickname by Tanaka to accentuate their weirdness. And so begin the wasteful days of these high school girls, each day kicked off with a simple question: ""Hey, wanna hear something amazing?""

[Written by MAL Rewrite]"
,彼女と彼女の猫 -Everything Flows-,TV,4,Finished Airing,"Mar 4, 2016 to Mar 25, 2016",Fridays at 23 17 (JST),"Lantis, CoMix Wave Films",Discotek Media,LIDENFILMS,Original,"Slice of Life, Psychological, Romance",7 min. per ep.,G,"7.71, 41360",89739,476,"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat.

Kanojo to Kanojo no Neko: Everything Flows is a charming short series about the bond between a pet and his owner.

[Written by MAL Rewrite]"
