name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,「TOHOシネマズ」＆「I LOVE スヌーピー　THE PEANUTS MOVIE」コラボロゴ映像,Movie,1,Finished Airing,"Dec 1, 2014",,Toho,add some,add some,Other,Comedy,28 sec.,G,N/A,222,1,A collaboration short between The Peanuts Movie and Toho Cinemas shown in Toho theaters before films.
,トイレの花子さん,Movie,1,Finished Airing,"Jun 29, 1996",,add some,add some,Studio Pierrot,Other,Horror,31 min.,PG-13,N/A,655,6,A short movie based on Japanese urban legend.
The Kingdom of Toilet,トイレのくに,ONA,1,Finished Airing,"May 28, 2015",,add some,add some,add some,Original,"Kids, Music",1 min.,G,N/A,189,0,A short animation promoting Lion's line of toilet cleaning products.
,都会のブッチー,Movie,1,Finished Airing,"Jun 29, 1995",,Tezuka Productions,add some,add some,Unknown,"Romance, Music",13 min.,G,N/A,215,0,Anime made by Tezuka Productions.
,刻の大地 ～花の王国の魔女～,OVA,3,Finished Airing,"Dec 22, 1998 to Mar 25, 1999",,Magic Bus,add some,add some,Manga,"Adventure, Fantasy",30 min. per ep.,PG-13,N/A,281,0, Based on the manga by Yama Miyuki.
,朱鷺色怪魔,OVA,4,Finished Airing,"Apr 20, 1989 to Feb 25, 1990",,Mushi Production,add some,add some,Unknown,"Horror, Shounen",20 min. per ep.,None,N/A,314,0,"Anime adaptation of the same name horror manga by Suzumiya Wayu, serialized in Shogakuan's Weekly Shonen Sunday special issue."
,トキ この地球(ほし)の未来を見つめて,Special,2,Finished Airing,"Dec 20, 2003 to Dec 27, 2003",,Mushi Production,add some,add some,Unknown,"Historical, Drama",24 min. per ep.,G,N/A,170,0,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
,トキメキ,Music,1,Finished Airing,"Jun 12, 2020",,Warner Music Japan,add some,add some,Original,Music,3 min.,G,N/A,45,0,Music video directed by Takaharu Shimizu for the single Tokimeki by Japanese band yonawo.
,劇場版ときめきレストラン☆☆☆ MIRACLE６,Movie,1,Finished Airing,"Feb 10, 2018",,add some,add some,Production I.G,Visual novel,"Music, Romance",56 min.,None,N/A,1505,8,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
,東京ハイジ まいにちのこどもうた,ONA,Unknown,Currently Airing,"Apr 6, 2011 to ?",,King Records,add some,add some,Music,"Kids, Music",2 min.,G,N/A,149,0,"A series of animated music videos and short videos teaching children common everyday tasks, such as brushing teeth."
,とこちゃんちょっきん,TV,3,Finished Airing,"Apr 10, 1995 to Jun 5, 1995",Unknown,NHK,add some,add some,Unknown,"Kids, Slice of Life, Adventure, Historical",5 min. per ep.,PG,N/A,133,0,"Follows the daily life of Toko-chan, a cute cave girl and her best friend."
,徳川家光と江戸幕府,OVA,1,Finished Airing,2004,,Gakken,add some,add some,Unknown,"Kids, Samurai, Historical, Drama",21 min.,G,N/A,140,0,"An educational film about Tokugawa Iemitsu. He was the grandson of Tokugawa Ieyasa (who founded the Tokugawa shogunate and ended the Sengoku era with his victory). Iemitsu is mostly known for his xenophobia and tried to close Japan to the world, this is known as Sakoku. The policies he put into place blocked out Japan for nearly 200 years which eventually caused internal strife and internal war in the Meiji era when Japan opened its borders again only to find it was economically, politically, industrially, scientifically, and culturally behind the rest of the world."
Tokyo 2020,東京2020オリンピック,ONA,Unknown,Currently Airing,"Jul 22, 2018 to ?",,add some,add some,add some,Original,"Music, Sports, Kids",1 min.,G,N/A,116,0,"As the Tokyo 2020 Olympic and Paralympic games approach various official animated promotional videos are created for the big event. Styles range from traditional animation, to stop-motion, to hybrid live-action."
,TOKYO2164,ONA,1,Finished Airing,"Dec, 2014",,add some,add some,Echoes,Original,Sci-Fi,3 min.,G,N/A,182,0,"In commemoration of the 150th year of its business, J.Walter Thompson Japan office created a 3D animation short film. This is a Christmas story for December, when the anniversary event took place.

The story theme is “Tokyo after 150 years.” It is a systemized, innocuous world with hopes and dreams taken away. Even Santa Clause is persecuted and does not exist.

However, Santa Clause makes a comeback by many children’s wishes, and the world regains its shine again. In the end, there is a copy “Dreams to people in next 150 years. KEEP PIONEERING. JWT TOKYO”

Through the near-future Santa Clause, it expresses the will of the J. Walter Thompson Japan to never forget pioneering spirit at any time and create a world with hopes and dreams through communication.

(Source: Official Website)"
Tokyo Art Month,TOKYO ART MONTH,ONA,1,Finished Airing,"Oct, 2011",,add some,add some,Saigo no Shudan,Original,Dementia,47 sec.,G,N/A,135,0,"A special web movie for the 2011 Autumn Tokyo Art Month. People could by tickets which granted them multi-access to various museums, fashion collections, and art fairs. The event ran for the entire month of November."
,東京コスモ,ONA,1,Finished Airing,"Oct 27, 2015",,add some,add some,add some,Original,"Slice of Life, Fantasy",4 min.,G,N/A,156,0,"This five-minute video tells the simple tale of a young woman imagining her normal life being a bit more extraordinary.

(Source: ANN)"
,東京大空襲 あおよかえってこい,OVA,1,Finished Airing,1987,,add some,add some,add some,Other,"Historical, Drama",20 min.,PG,N/A,96,0,"A stop-motion puppet animation about the Operation Meetinghouse air raid on Tokyo which caused over 100,000 deaths. "
,東京ファンタジア,Movie,1,Finished Airing,2005,,add some,add some,add some,Original,"Dementia, Music",8 min.,G,N/A,252,0,"A musical animated film by G9+1, a group of veteran animators. It won the Tokyo Anime Award in 2010."
Tokyo Twins Athletic Tournament,東京ふたごアスレチック,TV,8,Finished Airing,"Dec 30, 2016 to Jan 7, 2017",Unknown,"TC Entertainment, CREi",add some,Ripromo,Original,"Comedy, Sports",6 min. per ep.,G,N/A,373,1,"Having cleared the preliminaries, twenty-four pairs of twins face gargantuan challenges on an enormous athletic field. On this man-made island in Tokyo Bay, the bonds between twins are pushed to the limit in the Ultimate Athletic Tournament!

The tournament consists of three insanely difficult obstacle courses. Teamwork and human drama are forged within these grueling challenges.

Participants are limited to twins, but exactly what constitutes a ""twin"" is unclear, resulting in some unusual pairings. In the past, controversial appearances have included clones, adopted siblings, or triplets in shifts.

(Source: Official Website)"
,TOKYO GIRLS COLLECTION 2016 A/W×おそ松さん　スペシャルムービー,Special,1,Finished Airing,"Sep 3, 2016",,add some,add some,add some,Manga,Comedy,2 min.,PG-13,N/A,568,0,"At the Autumn/Winter 2016 Tokyo Girls Collection, a semiannual fashion festival, there was a collaboration with Osomatsu-san. A short picture drama-style feature was broadcasted on the screens at the event after which live yuruchara versions of the sextuplets came out on stage and did comedic dances and fashion walks for the audience."
tokyo UNFINISHED,tokyo未完成,Movie,1,Finished Airing,2013,,add some,add some,add some,Original,"Dementia, Music",14 min.,G,N/A,46,0,"The fifth anthology work by animation collective G9+1, about the forever unfinished city Tokyo."
Tokyo Onlypic Pictures 2008,東京オンリーピック,Movie,1,Finished Airing,"Aug 8, 2008",,add some,add some,Echoes,Original,"Comedy, Parody, Sports",2 hr. 47 min.,G,N/A,199,1,An omnibus film depicting 15 fictional sports events created by different directors. Onlypic stands for only + pictures (video).
,tokyoSOS,Movie,1,Finished Airing,2011,,add some,add some,add some,Original,Dementia,11 min.,G,N/A,233,0,"The fourth anthology work by animation collective G9+1, this time on the theme of global warming. The film features music by Kazunori Maruyama."
Tokyu Plaza Ginza Open,Tokyu Plaza Ginza Open,Special,1,Finished Airing,"Mar 27, 2016",,P.I.C.S.,add some,add some,Original,Slice of Life,15 sec.,G,N/A,229,0,"A commercial made to advertise the grand opening of the Tokyu Plaza Ginza, a giant indoor shopping mall with restaurants, cafes, boutiques, furiniture, and spas."
Tomato Confit,トマトコンフィ,Movie,1,Finished Airing,2012,,add some,add some,add some,Original,"Comedy, Drama",5 min.,G,N/A,42,0,"There once lived two brothers in a town. The elder lived alone. The younger lived with his parents. They did not get along well, did neither badly. They called each other occasionally. The elder one was impatient and emotional and does nothing but work. The younger one goes steadily his way. One day the elder brother’s face turned into a tomato…

(Source: Geidai Animation)"
