name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
,懺・さよなら絶望先生,TV,13,Finished Airing,"Jul 5, 2009 to Sep 27, 2009",Unknown,add some,add some,Shaft,Manga,"Comedy, Parody, School, Shounen",23 min. per ep.,R,"7.91, 33230",86003,216,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before.

(Source: ANN)"
Scissor Seven,刺客伍六七,ONA,10,Finished Airing,"Apr 25, 2018 to Jun 20, 2018",,add some,add some,add some,Original,"Action, Comedy, Drama, Martial Arts, Mystery, Romance, Super Power",14 min. per ep.,R,"7.91, 6780",14319,221,"To the casual eye, the amnesiac bounty hunter Wu Liuqi looks quite intimidating. With his deadly telekinetic scissor techniques and his ability to seamlessly transform into anything, one would not expect his modest demeanor. In fact, Wu is quite terrible at his job. Often times the freelancer can be found botching an assassination or targeting the wrong person. While his failures could be due to his subpar skills, it usually boils down to him being a normal kid, with a heart unsuited for his line of work.

Accompanied by his feathered friend Dai Bo, Wu is on a simple quest to regain his memories. Although his inconspicuous day job as a hairdresser and his after-hours occupation are simply a means for him to repay debt, his various ventures seem to intertwine with his pursuit to recover his lost past.

[Written by MAL Rewrite]
"
Case Closed The Fourteenth Target,名探偵コナン １４番目の標的,Movie,1,Finished Airing,"Apr 18, 1998",,add some,Funimation,TMS Entertainment,Manga,"Adventure, Mystery, Comedy, Police, Shounen",1 hr. 39 min.,PG-13,"7.91, 28383",46214,72,"A mysterious attacker has appeared and is assaulting people whose names contain a number from the standard deck of cards in descending order. When Conan Edogawa points out that all the victims are related to the now famous detective Kogorou Mouri, suspicion immediately falls upon the recently released convict Jou Murakami, as Kogorou was the one responsible for his arrest ten years prior.

With potential victims still at risk, Conan and the police are determined to catch the culprit. As the case gradually unfolds, both Conan and his friend Ran Mouri learn more about her parents' separation and the truth on what transpired a decade ago.

[Written by MAL Rewrite]"
Durarara!! Specials,デュラララ!!,Special,2,Finished Airing,"Aug 25, 2010 to Feb 23, 2011",,Aniplex,Aniplex of America,Brain's Base,Light novel,"Action, Comedy, Supernatural",23 min. per ep.,R,"7.91, 82243",145596,203,"Celty Sturluson is tasked to deliver a suspicious red handbag as part of her courier duties—the problem is: it is being sought by several organizations. As she makes her way through Ikebukuro toward the place the bag is supposed to be brought to, she is chased by mysterious men speaking a foreign language, and her package ends up dragging many of the city's residents into the conflict.

Subsequently, famous actor Yuuhei Hanejima has just arrived in Ikebukuro as part of a special TV program, searching for the best couple to give them a chance to appear in one of his movies. However, Yuuhei Hanejima is actually a stage name for Kasuka Heiwajima, Shizuo's younger brother, and when an anonymous internet user threatens to kill the superstar, this user learns the weight of what that relationship means. Moreover, Shizuo discovers that the one responsible for the attempted attack is the meddlesome pest that he loathes with a burning passion.

[Written by MAL Rewrite]"
Is the Order a Rabbit? Bloom,ご注文はうさぎですか? BLOOM,TV,12,Currently Airing,"Oct 10, 2020 to ?",Saturdays at 21 30 (JST),add some,Sentai Filmworks,Encourage Films,4-koma manga,"Slice of Life, Comedy",24 min. per ep.,PG-13,"7.91, 2483",26196,140,Third season of Gochuumon wa Usagi Desu ka.
the Garden of sinners Chapter 4 The Hollow Shrine,劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』,Movie,1,Finished Airing,"May 24, 2008",,Notes,Aniplex of America,ufotable,Light novel,"Action, Mystery, Supernatural, Thriller",46 min.,R,"7.91, 100395",164853,275,"Following the events of Satsujin Kousatsu (Zen), Shiki Ryougi has been in a coma for two years due to a traffic accident. When she finally awakens, she has no memories of her past and is plagued by a profound loneliness. Even stranger, she notices dark lines encompassing the things around her, and if she touches them she can disassemble the object—something which completely terrifies her. Her friend, Mikiya Kokutou, enlists the help of Touko Aozaki, a mage who can help Shiki understand what her eyes—the ""Mystic Eyes of Death Perception""—are truly capable of and how to use them properly.  

[Written by MAL Rewrite]"
,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,TV,13,Currently Airing,"Oct 3, 2020 to Dec 26, 2020",Saturdays at 22 30 (JST),"Bushiroad, Kadokawa, Bandai Namco Arts",Funimation,Sunrise,Other,"Music, Slice of Life, School",24 min. per ep.,PG-13,"7.91, 4406",29304,393,"Nijigasaki High School is located in Odaiba, Tokyo. The school is popular due to its free school style and diverse majors. The story centers on the members of school idol club in Nijigasaki, and their attempt to prevent the club from being abolished.

(Source: Wikipedia)"
Magical Girl Lyrical Nanoha The Movie 1st,魔法少女リリカルなのは The MOVIE 1st,Movie,1,Finished Airing,"Jan 23, 2010",,Aniplex,add some,Seven Arcs,Original,"Action, Sci-Fi, Comedy, Drama, Magic",2 hr. 10 min.,R+,"7.91, 13403",27241,201,"Nanoha Takamachi, an ordinary third-grader, loves her family and friends more than anything else. One day, after having a strange dream in which a ferret gets injured, she sees the very same ferret in real life and rescues it. That ferret turns out to be Yuuno Scrya, a mage from another world who is trying to capture the 21 scattered Jewel Seeds before they cause serious damage to the universe. Yuuno is not powerful enough to capture the Jewel seeds on his own, so he grants Nanoha the intelligent device ""Raising Heart"" and begins training her as a mage.  

Unfortunately, the powerful Jewel Seeds attract those with ill intentions. Another mage, Fate Testarossa, is desperate to collect the seeds for some unknown and sinister purpose, though the solemn look in her eyes makes Nanoha think that there is more to Fate than meets the eye. Mahou Shoujo Lyrical Nanoha: The Movie 1st is a retelling of the original series, which tells the story of two young mages and how their strong emotions shape their actions.

[Written by MAL Rewrite]"
The Founder of Diabolism Q,魔道祖师Q,ONA,30,Currently Airing,"Jul 31, 2020 to Feb 12, 2021",,Tencent Penguin Pictures,add some,B.CMAY PICTURES,Novel,"Comedy, Historical, Supernatural, Magic",5 min. per ep.,PG-13,"7.91, 975",7055,86,"The chibi spin-off takes place during the three periods of Wei Wuxian's life (adolescence, adulthood, and rebirth after death), selecting the cute, warm, and healing parts as the main contents. This series hopes to heal the audience who loves the main story of Mo Dao Zu Shi, but were “injured” by the melancholy plot of the drama.

(Source: Official Youtube, edited)"
,劇場版 蒼き鋼のアルペジオ ‐アルス・ノヴァ‐ Cadenza,Movie,1,Finished Airing,"Oct 3, 2015",,Sotsu,add some,SANZIGEN,Manga,"Action, Sci-Fi, Seinen",1 hr. 45 min.,PG-13,"7.90, 10101",25847,120,"The group of privateers known as the Blue Steel continues their mission to deliver blueprints of the Vibration Warhead Torpedo—a weapon that may turn the tides of war in their favor—to the United States. However, a new threat arises from their enemy, the overwhelming Fleet of Fog in the form of ""The Student Council.,"" This is a group of warships composed of the remaining Mental Models—the ships' humanoid avatars—who have yet to face the unpredictable captain of the Blue Steel, Gunzou Chihaya.

As the Blue Steel gets closer to understanding the origins of the authority controlling the enemy, Iona's past starts to reveal why the war began and her reason for siding with humanity.

[Written by MAL Rewrite]"
