name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Detroit Metal City The Animated Series,デトロイト・メタル・シティ,OVA,12,Finished Airing,"Aug 8, 2008 to Oct 28, 2008",,"Sony Music Entertainment, Beyond C.",Sentai Filmworks,Studio 4°C,Manga,"Music, Comedy, Seinen",13 min. per ep.,R,"8.15, 89861",171466,3037,"Dominating the world of indie music, Detroit Metal City (DMC) is a popular death metal band known for its captivatingly dark and crude style. Its extravagant lead singer, Johannes Krauser II, is especially infamous as a demonic being who has risen from the fiery pits of hell itself in order to bring the world to its knees and lord over all mortals—or at least that's what he's publicized to be. 

Unbeknownst to his many worshippers, Krauser II is just the alter ego of an average college graduate named Souichi Negishi. Although he is soft-spoken, peace-loving, and would rather listen to Swedish pop all day, he must participate in DMC's garish concerts in order to make ends meet. Detroit Metal City chronicles Negishi's hilarious misadventures as he attempts to juggle his hectic band life, a seemingly budding romance, and dealing with his incredibly obsessive and dedicated fans.

[Written by MAL Rewrite]"
,銀河英雄伝説外伝／千億の星、千億の光,OVA,24,Finished Airing,"Feb 9, 1998 to Sep 26, 1998",,"Kitty Films, Tokuma Shoten",Sentai Filmworks,"Artland, Magic Bus",Novel,"Action, Military, Sci-Fi, Space, Drama",26 min. per ep.,R+,"8.15, 6417",17578,54,"Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte.

The Silver-White Valley 
Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald.

Dreams of the Morning, Songs of the Night
Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater.

Dishonor 
As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral.

A Hundred Billion Stars, a Hundred Billion Lights 
While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter.

[Written by MAL Rewrite]"
Hyouka,氷菓,TV,22,Finished Airing,"Apr 23, 2012 to Sep 17, 2012",Mondays at 00 00 (JST),"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Funimation,Kyoto Animation,Novel,"Mystery, School, Slice of Life",25 min. per ep.,PG-13,"8.15, 383382",860196,19539,"Energy-conservative high school student Houtarou Oreki ends up with more than he bargained for when he signs up for the Classics Club at his sister's behest—especially when he realizes how deep-rooted the club's history really is. Begrudgingly, Oreki is dragged into an investigation concerning the 45-year-old mystery that surrounds the club room.

Accompanied by his fellow club members, the knowledgeable Satoshi Fukube, the stern but benign Mayaka Ibara, and the ever-curious Eru Chitanda, Oreki must combat deadlines and lack of information with resourcefulness and hidden talent, in order to not only find the truth buried beneath the dust of works created years before them, but of other small side cases as well.

Based on the award-winning Koten-bu light novel series, and directed by Yasuhiro Takemoto of Suzumiya Haruhi no Shoushitsu, Hyouka shows that normal life can be full of small mysteries, be it family history, a student film, or even the withered flowers that make up a ghost story.

[Written by MAL Rewrite]"
K-ON! Season 2,けいおん!!,TV,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",Wednesdays at 01 25 (JST),"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,"Comedy, Music, School, Slice of Life",24 min. per ep.,PG-13,"8.15, 254643",474206,10777,"It is the new year, which means that the senior members of the Light Music Club are now third-years, with Azusa Nakano being the only second-year. The seniors soon realize that Azusa will be the only member left once they graduate and decide to recruit new members. Despite trying many methods of attracting underclassmen—handing out fliers, bringing people into the clubroom, and performing at the welcoming ceremony—there are no signs of anyone that plans to join.

While heading to the clubroom, Azusa overhears Yui Hirasawa say that the club is fine with only five people and that they can do many fun things together. Changing her mind, she decides that they do not need to recruit any members for the time being. 

K-On!! revolves around the members of the Light Music Club as they experience their daily high school life. From rehearsing for concerts to just messing around, they are ready to make their last year together an exciting one!

[Written by MAL Rewrite]"
Black Butler Book of Circus,黒執事 Book of Circus,TV,10,Finished Airing,"Jul 11, 2014 to Sep 12, 2014",Fridays at 02 19 (JST),"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, DeNA",Funimation,A-1 Pictures,Manga,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",24 min. per ep.,R,"8.15, 143581",274055,3337,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts don't come without a price. Children have mysteriously gone missing around London, correlating to that of the groups' movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive, and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]"
Lupin III The Castle of Cagliostro,ルパン三世 カリオストロの城,Movie,1,Finished Airing,"Dec 15, 1979",,add some,"Discotek Media, Manga Entertainment",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery, Seinen",1 hr. 40 min.,PG-13,"8.15, 48193",77229,852,"Arsene Lupin III discovers that the spoils from his latest casino robbery are actually ""Gothic Bills,"" legendary counterfeits that are nigh impossible to distinguish from genuine bills. Together with colleague Daisuke Jigen, he heads to the small nation of Cagliostro to investigate the origin of these counterfeits. Upon arrival, they save a girl from a high-speed chase who turns out to be Clarisse d' Cagliostro, the daughter of the late Duke d' Cagliostro. She is running from a sinister plot by Count Cagliostro to steal her family's treasure through a forced marriage.

Natural flirt Lupin dislikes seeing a girl in distress and seeks to remedy the situation. Goemon Ishikawa XIII, Fujiko Mine, and Kouichi Zenigata also join the fray, each with their own motivations. As everyone converges at Cagliostro Castle, Lupin reminisces about his visit there 10 years ago, and the castle's secrets emerge from the depths.

[Written by MAL Rewrite]
"
The Ancient Magus' Bride Those Awaiting a Star,魔法使いの嫁 星待つひと,OVA,3,Finished Airing,"Sep 10, 2016 to Sep 9, 2017",,"Production I.G, flying DOG",Crunchyroll,Wit Studio,Manga,"Slice of Life, Magic, Fantasy, Shounen",23 min. per ep.,PG-13,"8.15, 91803",210888,656,"After many hardships in her life, Chise Hatori ended up at an auction, where she was purchased and then freed by the renowned Thorn Sorcerer, Elias Ainsworth, only to stay and become his apprentice. Though her life is wonderful now, the arrival of a picture book, ""The Lonely Little Star,"" brings back memories of those trying times and the loneliness she endured.

As a child, Chise experienced a great tragedy: her mother's death. Shunned and unwanted by peers and relatives alike, she has lived a detached and pitiful life. However, the unexpected discovery of a mysterious library in the forest provides her with a temporary place of solace. Through reading countless books and spending time with the kindhearted librarian, Chise slowly begins to feel less alone in the world. But could this peculiar library have a darker side?

[Written by MAL Rewrite]"
Mobile Suit Gundam 00,機動戦士ガンダム00,TV,25,Finished Airing,"Oct 6, 2007 to Mar 29, 2008",Saturdays at 18 00 (JST),"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment",Bandai Entertainment,Sunrise,Original,"Action, Military, Sci-Fi, Space, Drama, Mecha",24 min. per ep.,R,"8.15, 98458",178681,4380,"In the distant future, mankind's dependence on fossil fuels will lead to their complete depletion, an energy crisis unlike anything the world witnessed. Out of retaliation and fear, humanity began focusing at an alternative source of energy: solar power. Different nations have united together to form three major factions—the Union of Solar Energy and Free Nations, the Advanced European Union, and the Human Reform League. Each of these sectors has access to a solar power generator, which gives them limitless energy.

As a result, countries that were once dependent on the sale of fossil fuels are now plunged in poverty, leading to years of warfare and internal strife over the control of solar energy. Amid this chaos, an unknown paramilitary organization appeared identifying themselves as ""Celestial Being,"" aspire to end all warfare through armed intervention by using mysterious and technologically advanced Mobile Suits known as Gundams.

Mobile Suit Gundam 00 follows the story of Celestial Being's Gundam Meisters Setsuna F. Seiei, Lockon Stratos, Allelujah Haptism, and Tieria Erde. These four dive into the devastating battle between the three superpowers to accomplish their goal of changing the world.

[Written by MAL Rewrite]"
Naruto Shippuden,ナルト- 疾風伝,TV,500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",Thursdays at 19 30 (JST),"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Viz Media,Studio Pierrot,Manga,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23 min. per ep.,PG-13,"8.15, 752652",1376003,74477,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world.

Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.

[Written by MAL Rewrite]"
JoJo's Bizarre Adventure Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,TV,24,Finished Airing,"Apr 5, 2014 to Sep 13, 2014",Saturdays at 00 30 (JST),"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",Viz Media,David Production,Manga,"Action, Adventure, Supernatural, Drama, Shounen",24 min. per ep.,R,"8.14, 409322",613155,12572,"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holly Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Mohammed Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand.

However, when a Stand awakens within Holly and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.

[Written by MAL Rewrite]"
