name_english,name_japanese,show_type,episodes,status,aired,broadcast_time,producers,licensors,studios,source,genres,episode_length,rating,score_and_scorers,members,favorites,description
Pokemon Mystery Dungeon Explorers of Time and Darkness,ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,Special,1,Finished Airing,"Sep 9, 2007",,"Nintendo of America, Studio Jack",The Pokemon Company International,OLM,Game,"Adventure, Fantasy",21 min.,PG,"6.60, 4551",9565,3,"In a world where only Pokémon live, one Hikozaru wishes to be part of Pukurin Guild—a large area where Exploration Teams gather and work. Intimidated by the apparent strength of the guild members and the guild's security, Hikozaru runs away, stumbling over an unconscious Pochama in the middle of his escape. The Pochama wakes up and is immediately shocked by both a talking Hikozaru as well as his own appearance—because Pochama knows that he is actually a human!

With Pochama having no memories aside from previously being human (as well as countless questions about his new body), Hikozaru suggests that he ask the leader of Pukurin Guild for help. While Guildmaster Pukurin may not have answers about Pochama's transformation, he decides to make Pochama and Hikozaru an Exploration Team, which HIkozaru calls Pokédans. For their first mission, the duo must get a Gabite Scale by going to Labyrinth Cave with Kimawari!

[Written by MAL Rewrite]"
The Rolling Girls,ローリング☆ガールズ,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Sundays at 01 58 (JST),"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic",Funimation,Wit Studio,Original,"Action, Adventure, Slice of Life, Super Power",24 min. per ep.,PG-13,"6.60, 22984",75452,194,"In a dystopian future where Japan's political organization has crumbled after the Great Tokyo War, Japan is broken up into 10 independent nations, with each nation controlled by a gang led by a ""Best,"" a human-proclaimed prophet with destructive superpowers. Nozomi Moritomo is a ""Rest""—a normal girl that has just started out as a rookie in the local gang. She wants to help the Best Masami Utoku, her childhood friend and role model, in the ongoing territorial dispute. 

When Masami becomes severely injured and unable to fight, Nozomi decides to go on a mission to complete the requests sent to Masami from all over Japan. Along the way, she meets Yukina Kosaka, a shy girl with no sense of direction; Ai Hibiki, an upbeat girl who loves eating; and Chiaya Misono, a quiet and mysterious girl that wears a gas mask. Together, the four girls travel all over the country on their motorcycles while getting involved in territorial wars, disagreements, and even suspicious conspiracies.

[Written by MAL Rewrite]"
Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,Special,1,Finished Airing,"Dec 26, 2011",,add some,add some,A-1 Pictures,Light novel,"Comedy, Supernatural",2 min.,PG-13,"6.60, 3051",11641,22,"Promotion video for Kazuma Ootorino's light novel Ryuugajou Nanana no Maizoukin, commissioned by Enterbrain after Ootorino won the 13th Entertainment Awards Grand Prize (Entame Taishou) from the publisher's light novel department."
Battle Girls Time Paradox,戦国乙女～桃色パラドックス～,TV,13,Finished Airing,"Apr 5, 2011 to Jun 28, 2011",Unknown,add some,Sentai Filmworks,TMS Entertainment,Game,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",23 min. per ep.,R+,"6.60, 14744",38883,64,"Yoshino Hide is an average girl who always seems to find trouble wherever she goes. One day Yoshino visits a local shrine to pray in order to pass her upcoming test. However, Yoshino sees a blue light coming from inside the Shrine and looks inside to find a mysterious person performing a magic spell. In a stroke of bad luck, Yoshino trips on a small bell and crashes into the shrine, prompting the stranger to catch her. Upon Yoshino's capture, the magic spell spirals out of control and sends Yoshino back in time to the Sengoku Era.

Yoshino then encounters Akechi Mitsuhide and Oda Nobunaga. But unlike what really happened during the era, Hideyoshino realizes that everyone in the world is female. She then decides to help Oda Nobunaga find the Crimson Armor which is said to allow the person wearing the armor to conquer all of Japan."
,影技 SHADOW SKILL,OVA,1,Finished Airing,"Oct 25, 1995",,Takeshobo,Manga Entertainment,Zero-G Room,Unknown,"Adventure, Drama, Fantasy, Shounen",51 min.,R,"6.60, 1694",4685,7,"In this OVA, the story of Gau's history with his adopted sister and the secrets that make up the shadow skill unfold. The pair make their annual return to the gravesite of Gau's parents, where his growth and progress as a warrior can be exhibited for them. Gau has come along way in his training as a Sevalle under Elle's mentorship, but there are those who wish to find a way of eliminating them, just waiting for the right opportunity to mount a deadly attack. As the travellers make their journey, their family bonds and skill will be tested. Opponents are many, and battles are fierce, but Gau's training also entails taking on his sister in battle, and fully embracing the skills he must learn to defeat his ultimate opponent. "
Shadow Skill The Movie,影技 SHADOW SKILL,OVA,3,Finished Airing,"Sep 21, 1996 to Nov 21, 1996",,Takeshobo,Manga Entertainment,Zero-G Room,Unknown,"Adventure, Drama, Fantasy, Shounen",30 min. per ep.,R,"6.60, 1994",4521,12,"In a war torn world of deadly conflict, one small group of heroes stands against the forces of darkness, armed only with two weapons—their unswerving dedication to good and the superhuman martial art known as the Shadow Skill... 

(Source: ANN) "
,真恋姫†無双 LIVE Revolution,OVA,1,Finished Airing,"Mar 17, 2010",,Marvelous,add some,Doga Kobo,Visual novel,"Ecchi, Music",22 min.,PG-13,"6.60, 1714",4675,2,Shin Koihime†Musou characters sing theme songs on stage at a live event.
Spirit of Wonder China-san Short Stories,チャイナさん 短編集,Special,3,Finished Airing,"Jan 25, 2001 to Jan 23, 2004",,Toshiba EMI,add some,Ajia-Do,Unknown,"Comedy, Sci-Fi, Seinen",12 min. per ep.,R+,"6.60, 664",1639,2,Three short stories featuring China-san.
,ザスピリットオブワンダー 少年科學倶楽部,OVA,2,Finished Airing,"Jan 25, 2001 to Jul 25, 2001",,Bandai Visual,Bandai Entertainment,Ajia-Do,Unknown,"Drama, Sci-Fi, Seinen, Space",30 min. per ep.,PG-13,"6.60, 1010",2909,2,"The now 50 year old Scientific Boys Club decides to built a ship that sails to Mars on the ""Ethereal Current"" - a thesis of the wife of a club member which claims that the universe is flooded with Ethereal energy. On this stream they travel to Mars in order to prove an old theory about channels on Mars built by Martians, but there is no life. Many years later, when both theories are considered to be nonsense, a Mars expedition discovers a stone with the inscription ""Scientific Boys Club 1954"".

(Source: ANN)"
,そーどあーと・おふらいん Extra Edition,Special,1,Finished Airing,"Apr 23, 2014",,I was a Ballerina,Aniplex of America,A-1 Pictures,Unknown,Comedy,13 min.,PG-13,"6.60, 21620",51000,113,Extra episode of Sword Art Offline included in the Sword Art Online: Extra Edition Blu-ray and DVD.
Tokyo Ghoul re,東京喰種トーキョーグール：re,TV,12,Finished Airing,"Apr 3, 2018 to Jun 19, 2018",Tuesdays at 23 00 (JST),"Marvelous, TC Entertainment",Funimation,"Studio Pierrot, Pierrot Plus",Manga,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",24 min. per ep.,R,"6.60, 322149",613473,3284,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence.

The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.

[Written by MAL Rewrite]"
